q_id,web_list
1698,"[1052, 280, 1080, 1928, 1186]"
1699,"[632, 1553, 1628, 668, 1746]"
1700,"[1587, 1193, 886, 1676, 194]"
1701,"[96, 925, 1527, 1627, 1905]"
1702,"[871, 1545, 904, 1530, 1613]"
1703,"[1599, 88, 57, 737, 888]"
1704,"[671, 1207, 1191, 1187, 16]"
1705,"[633, 290, 668, 1618, 138]"
1706,"[932, 1193, 1586, 920, 157]"
1707,"[1884, 1196, 632, 1599, 1118]"
1708,"[1921, 1547, 1901, 1561, 1917]"
1709,"[741, 768, 1528, 1906, 1157]"
1710,"[1196, 1552, 1902, 886, 1888]"
1711,"[1522, 57, 1549, 698, 1521]"
1712,"[1902, 1516, 1196, 1118, 1887]"
1713,"[383, 1264, 1715, 226, 86]"
1714,"[1902, 1619, 1917, 1721, 1557]"
1715,"[1000, 862, 959, 433, 1544]"
1716,"[1123, 333, 1495, 1473, 510]"
1717,"[1112, 1526, 1899, 1523, 643]"
1718,"[739, 1693, 1538, 1615, 33]"
1719,"[1554, 1527, 1627, 1905, 698]"
1720,"[936, 932, 920, 937, 158]"
1721,"[1598, 768, 1495, 757, 1473]"
1722,"[363, 1542, 1530, 1613, 1056]"
1723,"[163, 113, 1887, 102, 867]"
1724,"[96, 1553, 1628, 1118, 1073]"
1725,"[1890, 1921, 1556, 1538, 1615]"
1726,"[321, 1617, 1527, 1627, 1905]"
1727,"[1559, 343, 453, 1086, 1553]"
1728,"[1904, 1617, 1892, 1931, 1587]"
1729,"[828, 1599, 478, 1924, 292]"
1730,"[1065, 904, 874, 452, 872]"
1731,"[1550, 1558, 1557, 108, 1024]"
1732,"[374, 1157, 1608, 88, 1538]"
1733,"[1613, 1587, 1592, 1929, 1187]"
1734,"[425, 1908, 935, 934, 813]"
1735,"[1586, 1556, 1607, 1538, 1615]"
1736,"[37, 1553, 1628, 1552, 1902]"
1737,"[1917, 478, 1924, 1561, 1516]"
1738,"[1917, 1926, 986, 1897, 1922]"
1739,"[707, 884, 1693, 675, 714]"
1740,"[363, 757, 1157, 741, 770]"
1741,"[1618, 1125, 926, 1545, 1921]"
1742,"[962, 1118, 632, 1073, 232]"
1743,"[1064, 1549, 1524, 1559, 1318]"
1744,"[862, 884, 801, 783, 314]"
1745,"[1157, 757, 768, 762, 745]"
1746,"[1922, 426, 1898, 1619, 1543]"
1747,"[16, 18, 1194, 1204, 1246]"
1748,"[1061, 255, 1248, 1052, 737]"
1749,"[1553, 1628, 632, 1196, 1073]"
1750,"[1615, 1556, 1586, 1537, 1077]"
1751,"[1526, 1899, 1178, 1105, 1907]"
1752,"[1896, 87, 465, 461, 1533]"
1753,"[88, 1607, 1495, 1614, 48]"
1754,"[1547, 1901, 1530, 1613, 381]"
1755,"[886, 1530, 1613, 901, 58]"
1756,"[1894, 1608, 314, 1533, 1044]"
1757,"[1551, 891, 827, 1534, 1536]"
1758,"[1094, 793, 1050, 1159, 651]"
1759,"[1552, 1902, 1915, 1516, 1281]"
1760,"[696, 107, 643, 1604, 1040]"
1761,"[1759, 1064, 1617, 1618, 874]"
1762,"[1926, 1598, 1554, 990, 106]"
1763,"[566, 587, 1557, 518, 588]"
1764,"[279, 478, 1924, 1059, 594]"
1765,"[1516, 1552, 1902, 1888, 623]"
1766,"[326, 168, 1032, 1586, 925]"
1767,"[783, 1893, 1248, 1599, 639]"
1768,"[1068, 1102, 688, 887, 999]"
1769,"[1080, 1598, 363, 1930, 452]"
1770,"[632, 1624, 458, 4, 37]"
1771,"[775, 827, 1693, 1657, 942]"
1772,"[1118, 904, 96, 1694, 925]"
1773,"[57, 1534, 1044, 58, 854]"
1774,"[1186, 368, 747, 739, 114]"
1775,"[1071, 1125, 926, 326, 1528]"
1776,"[757, 611, 1302, 1301, 625]"
1777,"[1676, 1252, 825, 452, 903]"
1778,"[1252, 1157, 653, 333, 1123]"
1779,"[1080, 1255, 625, 1928, 1301]"
1780,"[1617, 926, 1618, 1558, 1543]"
1781,"[1905, 1926, 859, 1070, 1064]"
1782,"[926, 1550, 80, 108, 1555]"
1783,"[1428, 1882, 677, 100, 1587]"
1784,"[653, 1701, 828, 827, 883]"
1785,"[1121, 1538, 1615, 1586, 1556]"
1786,"[1537, 389, 1592, 1929, 1586]"
1787,"[1673, 762, 1927, 871, 1065]"
1788,"[757, 739, 762, 1158, 1186]"
1789,"[1186, 1750, 811, 46, 818]"
1790,"[1538, 1615, 1157, 1537, 1544]"
1791,"[1196, 1320, 1516, 687, 1553]"
1792,"[1542, 363, 1071, 1916, 1619]"
1793,"[1918, 200, 256, 1066, 1054]"
1794,"[110, 58, 1117, 1600, 57]"
1795,"[662, 1746, 514, 663, 657]"
1796,"[1196, 632, 623, 1887, 1553]"
1797,"[1884, 1674, 1917, 1677, 904]"
1798,"[1676, 1201, 510, 1583, 1563]"
1799,"[150, 953, 1248, 944, 941]"
1800,"[10, 11, 12, 35, 36]"
1801,"[1524, 1559, 1549, 1073, 1028]"
1802,"[1072, 378, 1118, 1073, 291]"
1803,"[604, 1536, 1715, 96, 1052]"
1804,"[644, 632, 1073, 1887, 1118]"
1805,"[106, 1536, 1926, 114, 426]"
1806,"[54, 444, 1157, 1697, 1730]"
1807,"[1252, 1, 479, 1751, 1778]"
1808,"[1522, 737, 1543, 1900, 1552]"
1809,"[1557, 1558, 108, 1550, 1618]"
1810,"[113, 1926, 1186, 811, 1533]"
1811,"[427, 375, 783, 935, 1248]"
1812,"[1531, 54, 1730, 1544, 352]"
1813,"[1062, 335, 1500, 1490, 606]"
1814,"[1587, 1570, 981, 1907, 1619]"
1815,"[604, 1536, 1715, 1535, 1903]"
1816,"[828, 110, 1070, 666, 127]"
1817,"[10, 11, 12, 35, 36]"
1818,"[153, 1301, 1592, 1929, 679]"
1819,"[261, 1118, 1677, 1546, 1617]"
1820,"[1295, 300, 290, 1090, 1302]"
1821,"[1186, 1077, 1306, 722, 1536]"
1822,"[1040, 813, 1077, 145, 1917]"
1823,"[1588, 1916, 1091, 1178, 1030]"
1824,"[1615, 1608, 932, 157, 920]"
1825,"[1194, 1204, 1246, 1249, 337]"
1826,"[690, 127, 828, 58, 1543]"
1827,"[952, 964, 870, 1890, 163]"
1828,"[1040, 1556, 922, 935, 99]"
1829,"[868, 1533, 1071, 1907, 1358]"
1830,"[1545, 324, 1907, 679, 680]"
1831,"[1554, 1527, 1627, 1905, 48]"
1832,"[369, 1196, 403, 1062, 1056]"
1833,"[1902, 1607, 1516, 1147, 1601]"
1834,"[403, 1920, 1600, 599, 597]"
1835,"[1622, 1573, 1132, 1624, 408]"
1836,"[1533, 1916, 112, 890, 1064]"
1837,"[885, 1538, 1615, 1522, 1537]"
1838,"[1902, 1543, 1900, 1724, 1917]"
1839,"[1598, 1617, 112, 890, 1536]"
1840,"[1884, 1599, 1562, 1531, 1017]"
1841,"[865, 1114, 41, 1693, 99]"
1842,"[368, 1542, 80, 1930, 372]"
1843,"[1528, 1906, 482, 1042, 1908]"
1844,"[374, 341, 1530, 1613, 103]"
1845,"[1552, 1902, 1543, 1900, 1915]"
1846,"[1428, 1882, 1884, 1528, 1906]"
1847,"[1608, 1522, 1928, 1610, 88]"
1848,"[1072, 1188, 1545, 1570, 1587]"
1849,"[1557, 632, 625, 1028, 1537]"
1850,"[1119, 361, 339, 427, 1117]"
1851,"[920, 1908, 936, 172, 919]"
1852,"[1543, 1900, 1932, 1931, 1092]"
1853,"[1045, 1526, 1899, 1534, 1536]"
1854,"[1598, 1884, 1926, 106, 1552]"
1855,"[667, 662, 1516, 632, 96]"
1856,"[1587, 1530, 1613, 1538, 1615]"
1857,"[343, 1935, 1118, 1052, 1129]"
1858,"[1558, 1618, 935, 926, 1678]"
1859,"[229, 216, 417, 1624, 458]"
1860,"[465, 783, 1573, 58, 828]"
1861,"[54, 1909, 623, 759, 1921]"
1862,"[1320, 1553, 1628, 1118, 1624]"
1863,"[1300, 1495, 426, 1898, 452]"
1864,"[1615, 1556, 1537, 1586, 369]"
1865,"[1186, 741, 1158, 768, 1719]"
1866,"[1725, 884, 623, 1292, 432]"
1867,"[1544, 1604, 1586, 1538, 1615]"
1868,"[1590, 1079, 1049, 1619, 286]"
1869,"[260, 353, 1157, 107, 288]"
1870,"[1884, 892, 1531, 1653, 674]"
1871,"[1922, 426, 1898, 1619, 1907]"
1872,"[1611, 1896, 862, 1897, 1922]"
1873,"[1584, 941, 943, 151, 1591]"
1874,"[425, 194, 934, 1932, 1933]"
1875,"[925, 904, 872, 98, 97]"
1876,"[1133, 926, 1921, 1552, 1902]"
1877,"[1628, 52, 1746, 96, 548]"
1878,"[1186, 768, 363, 1158, 739]"
1879,"[1527, 1627, 1905, 920, 157]"
1880,"[886, 1530, 1613, 901, 58]"
1881,"[167, 155, 932, 158, 157]"
1882,"[1900, 1018, 1516, 1607, 1158]"
1883,"[1552, 1902, 1915, 1042, 1586]"
1884,"[1516, 1561, 1548, 1098, 1524]"
1885,"[1543, 1900, 1558, 1557, 1915]"
1886,"[363, 741, 768, 757, 400]"
1887,"[1902, 478, 1924, 926, 1561]"
1888,"[1112, 666, 1604, 1001, 422]"
1889,"[1556, 114, 1538, 1615, 1612]"
1890,"[1542, 1618, 871, 1530, 1613]"
1891,"[632, 1553, 1628, 1746, 1196]"
1892,"[1910, 1070, 1623, 1032, 1600]"
1893,"[700, 1618, 80, 1276, 926]"
1894,"[1157, 368, 369, 1607, 1552]"
1895,"[88, 1638, 1604, 1712, 291]"
1896,"[1917, 1552, 1902, 1561, 1915]"
1897,"[783, 1049, 1530, 1613, 953]"
1898,"[1200, 1587, 148, 1543, 1900]"
1899,"[860, 1521, 1522, 1614, 828]"
1900,"[1533, 1113, 1713, 112, 890]"
1901,"[1902, 1915, 1607, 1917, 426]"
1902,"[976, 969, 971, 206, 973]"
1903,"[1428, 1882, 1532, 1589, 1904]"
1904,"[1049, 825, 1934, 752, 329]"
1905,"[1897, 1922, 1113, 1071, 1536]"
1906,"[1157, 1676, 1307, 1113, 1252]"
1907,"[871, 1619, 1677, 1607, 904]"
1908,"[860, 1639, 1662, 1521, 1614]"
1909,"[1543, 1900, 1552, 1902, 1897]"
1910,"[1628, 632, 1118, 1887, 1196]"
1911,"[368, 757, 750, 762, 363]"
1912,"[1050, 722, 1545, 926, 1552]"
1913,"[796, 875, 638, 160, 933]"
1914,"[1900, 1917, 1552, 1902, 305]"
1915,"[1608, 1538, 1615, 1556, 1537]"
1916,"[7, 8, 9, 10, 11]"
1917,"[1553, 1628, 1888, 1073, 1746]"
1918,"[333, 400, 1033, 368, 373]"
1919,"[1587, 1931, 1056, 255, 1928]"
1920,"[1586, 1538, 1615, 1544, 1556]"
1921,"[1900, 1552, 1902, 1570, 106]"
1922,"[651, 1523, 1587, 785, 1554]"
1923,"[832, 57, 885, 1572, 1684]"
1924,"[654, 1855, 1309, 306, 1746]"
1925,"[1556, 1538, 1615, 369, 1537]"
1926,"[1533, 1526, 1899, 1528, 1906]"
1927,"[1608, 1538, 1615, 1157, 1067]"
1928,"[1607, 1158, 1596, 825, 1107]"
1929,"[1619, 471, 1570, 1062, 1157]"
1930,"[368, 757, 768, 747, 742]"
1931,"[1615, 1608, 1586, 1556, 1537]"
1932,"[884, 1098, 1930, 255, 1593]"
1933,"[1249, 337, 1517, 622, 1744]"
1934,"[44, 49, 1639, 371, 48]"
1935,"[1530, 1613, 363, 1527, 1627]"
1936,"[691, 1538, 1615, 1586, 1556]"
1937,"[1541, 1553, 1628, 1320, 1118]"
1938,"[1541, 1516, 1553, 1628, 1066]"
1939,"[1764, 858, 1759, 615, 654]"
1940,"[928, 1068, 1042, 1125, 1545]"
1941,"[1915, 1655, 1917, 1531, 1536]"
1942,"[1246, 1249, 337, 1517, 622]"
1943,"[1252, 1300, 1298, 625, 1645]"
1944,"[1897, 1922, 928, 1042, 1536]"
1945,"[176, 163, 937, 932, 157]"
1946,"[272, 1098, 1890, 1726, 1593]"
1947,"[1908, 1003, 1050, 962, 636]"
1948,"[1248, 2, 3, 1917, 234]"
1949,"[1324, 309, 722, 175, 1915]"
1950,"[1885, 828, 1305, 1592, 1929]"
1951,"[1691, 1098, 1676, 1617, 371]"
1952,"[1903, 1118, 1076, 322, 1098]"
1953,"[663, 632, 667, 662, 96]"
1954,"[1896, 891, 1599, 1113, 1661]"
1955,"[1537, 1556, 1157, 1586, 1067]"
1956,"[1204, 1246, 1249, 337, 1517]"
1957,"[602, 1520, 1620, 1025, 161]"
1958,"[1902, 1561, 722, 1049, 116]"
1959,"[1113, 1618, 1533, 112, 890]"
1960,"[623, 441, 1272, 1269, 1270]"
1961,"[1924, 761, 1552, 1902, 1917]"
1962,"[114, 926, 132, 326, 1070]"
1963,"[623, 1495, 1473, 653, 752]"
1964,"[1915, 1572, 679, 680, 681]"
1965,"[1541, 658, 1552, 1902, 1553]"
1966,"[1113, 1070, 828, 1543, 1900]"
1967,"[1528, 1906, 1197, 1885, 425]"
1968,"[1929, 1011, 1070, 1017, 1618]"
1969,"[1586, 1607, 1537, 1240, 1608]"
1970,"[1204, 1246, 1249, 337, 1517]"
1971,"[1113, 1095, 1054, 309, 427]"
1972,"[379, 1072, 1538, 1615, 369]"
1973,"[1746, 1888, 922, 1553, 1628]"
1974,"[1676, 1598, 1098, 1928, 375]"
1975,"[1056, 255, 1095, 1072, 1928]"
1976,"[886, 152, 937, 149, 743]"
1977,"[1072, 1556, 1538, 1615, 1586]"
1978,"[1627, 1905, 1025, 1193, 1583]"
1979,"[1530, 1613, 1545, 1619, 1587]"
1980,"[1558, 1561, 1618, 1550, 1889]"
1981,"[1574, 1207, 783, 739, 468]"
1982,"[1584, 1607, 1621, 1564, 1624]"
1983,"[1544, 698, 88, 1543, 1900]"
1984,"[379, 1538, 1615, 1586, 1428]"
1985,"[1552, 1902, 783, 426, 1898]"
1986,"[1653, 1654, 1884, 1531, 674]"
1987,"[1516, 1888, 1553, 1628, 1887]"
1988,"[1589, 1904, 112, 890, 1529]"
1989,"[453, 372, 1098, 1536, 1474]"
1990,"[1193, 1202, 410, 1044, 858]"
1991,"[390, 110, 427, 58, 1117]"
1992,"[1537, 1544, 1556, 1586, 1072]"
1993,"[1572, 1548, 1919, 1920, 1301]"
1994,"[885, 1722, 1, 479, 1344]"
1995,"[1553, 1628, 1073, 1516, 1552]"
1996,"[1900, 1552, 1902, 1915, 1917]"
1997,"[766, 28, 432, 1239, 26]"
1998,"[1550, 1618, 1617, 123, 926]"
1999,"[1193, 476, 1617, 457, 858]"
2000,"[1113, 1713, 112, 890, 828]"
2001,"[926, 116, 1915, 623, 679]"
2002,"[1748, 1071, 413, 868, 1897]"
2003,"[1628, 1888, 1118, 623, 1196]"
2004,"[201, 937, 1897, 1922, 199]"
2005,"[1495, 1158, 1473, 1527, 1627]"
2006,"[1, 479, 1751, 1778, 1805]"
2007,"[1070, 390, 783, 372, 1516]"
2008,"[962, 1326, 146, 963, 425]"
2009,"[783, 1095, 610, 1248, 828]"
2010,"[1326, 1587, 1520, 1620, 425]"
2011,"[1530, 1613, 1542, 1608, 1067]"
2012,"[756, 735, 672, 747, 750]"
2013,"[454, 465, 623, 886, 1306]"
2014,"[1915, 1531, 292, 478, 1924]"
2015,"[1917, 1884, 1324, 752, 369]"
2016,"[156, 643, 646, 159, 921]"
2017,"[1049, 1587, 1914, 352, 1545]"
2018,"[1917, 761, 1561, 752, 1092]"
2019,"[1589, 1904, 114, 426, 1898]"
2020,"[1133, 1543, 1900, 390, 426]"
2021,"[1556, 1610, 1537, 860, 1521]"
2022,"[372, 1113, 1047, 107, 1307]"
2023,"[409, 1541, 1887, 663, 632]"
2024,"[1677, 1570, 1072, 1674, 871]"
2025,"[1927, 1157, 904, 374, 1598]"
2026,"[1516, 1917, 1674, 359, 1042]"
2027,"[1538, 1615, 1554, 1537, 290]"
2028,"[752, 1590, 759, 1049, 623]"
2029,"[1050, 999, 1205, 271, 1033]"
2030,"[1547, 1901, 1578, 1571, 1639]"
2031,"[453, 928, 78, 1072, 1572]"
2032,"[1292, 72, 131, 134, 906]"
2033,"[461, 654, 653, 1309, 634]"
2034,"[1922, 1907, 1530, 1613, 1619]"
2035,"[1618, 1599, 1539, 1629, 1532]"
2036,"[879, 882, 454, 125, 653]"
2037,"[590, 587, 593, 1676, 1252]"
2038,"[1516, 632, 1552, 1902, 1118]"
2039,"[1586, 1587, 167, 1034, 1909]"
2040,"[1587, 1077, 1908, 425, 1186]"
2041,"[1533, 113, 1191, 1749, 914]"
2042,"[1188, 1894, 1542, 1530, 1613]"
2043,"[412, 303, 313, 993, 655]"
2044,"[426, 1898, 886, 926, 688]"
2045,"[1631, 1887, 925, 872, 1068]"
2046,"[1615, 1586, 1072, 368, 1537]"
2047,"[1623, 1618, 1530, 1613, 1617]"
2048,"[1547, 1901, 6, 7, 8]"
2049,"[1619, 741, 1080, 1298, 1185]"
2050,"[1326, 1340, 1358, 1520, 1620]"
2051,"[1713, 1884, 1617, 1531, 114]"
2052,"[446, 96, 52, 630, 1541]"
2053,"[1886, 1600, 1076, 1931, 1035]"
2054,"[1562, 892, 1653, 1654, 1531]"
2055,"[1260, 1635, 751, 1258, 1636]"
2056,"[1025, 425, 602, 1536, 161]"
2057,"[1543, 1900, 828, 1552, 1902]"
2058,"[131, 134, 906, 44, 49]"
2059,"[688, 1544, 1321, 695, 696]"
2060,"[1642, 1885, 1934, 1549, 1619]"
2061,"[1574, 1191, 1, 479, 1751]"
2062,"[1538, 1615, 369, 1556, 1537]"
2063,"[1133, 481, 886, 1095, 761]"
2064,"[692, 1534, 1897, 1922, 1267]"
2065,"[113, 1618, 1064, 1532, 1589]"
2066,"[867, 796, 1196, 171, 933]"
2067,"[1882, 1907, 1612, 1527, 1627]"
2068,"[1528, 1906, 286, 1030, 1074]"
2069,"[1917, 1552, 1902, 1915, 58]"
2070,"[1933, 406, 407, 1193, 813]"
2071,"[625, 786, 631, 1525, 1167]"
2072,"[1530, 1613, 110, 1147, 1175]"
2073,"[1552, 1902, 1113, 1917, 1070]"
2074,"[1186, 926, 768, 741, 757]"
2075,"[227, 1033, 51, 847, 254]"
2076,"[1889, 828, 57, 883, 1676]"
2077,"[1598, 1928, 1935, 463, 1528]"
2078,"[1900, 871, 783, 1548, 1536]"
2079,"[1902, 1042, 1092, 1908, 1520]"
2080,"[349, 1544, 1608, 792, 1697]"
2081,"[1884, 326, 1655, 1617, 114]"
2082,"[1902, 1042, 1092, 286, 1041]"
2083,"[1522, 1531, 1537, 472, 1586]"
2084,"[692, 1541, 623, 1543, 1900]"
2085,"[4, 37, 864, 1926, 1897]"
2086,"[1895, 739, 618, 802, 803]"
2087,"[1066, 1530, 1613, 1599, 884]"
2088,"[891, 366, 56, 814, 1599]"
2089,"[50, 1895, 966, 1934, 1680]"
2090,"[1894, 366, 1619, 1570, 1545]"
2091,"[1748, 864, 865, 868, 1892]"
2092,"[1553, 1628, 1118, 1887, 1746]"
2093,"[1621, 1930, 1128, 1928, 1598]"
2094,"[808, 1027, 1604, 1600, 260]"
2095,"[1619, 1897, 1922, 1618, 1892]"
2096,"[1193, 1034, 1909, 425, 602]"
2097,"[1930, 1596, 371, 369, 1072]"
2098,"[1884, 1531, 1599, 676, 686]"
2099,"[886, 1530, 1613, 1894, 623]"
2100,"[1543, 1900, 1586, 1528, 1906]"
2101,"[1915, 1917, 1548, 478, 1924]"
2102,"[1570, 1619, 362, 1676, 1598]"
2103,"[1917, 1552, 1902, 413, 88]"
2104,"[891, 1917, 1536, 1573, 688]"
2105,"[220, 1046, 286, 1159, 886]"
2106,"[163, 1551, 1157, 1322, 1295]"
2107,"[688, 1029, 1621, 1193, 172]"
2108,"[374, 1592, 1929, 1054, 1604]"
2109,"[700, 1908, 457, 1617, 106]"
2110,"[1931, 375, 1113, 463, 390]"
2111,"[1601, 888, 1549, 883, 394]"
2112,"[1905, 1095, 1554, 1133, 1619]"
2113,"[1542, 1554, 1530, 1613, 1894]"
2114,"[369, 1072, 1528, 1906, 1538]"
2115,"[1196, 1516, 1118, 1552, 1902]"
2116,"[1608, 1619, 1543, 1900, 1907]"
2117,"[1900, 1547, 1901, 1304, 1551]"
2118,"[757, 372, 741, 374, 1186]"
2119,"[904, 366, 1542, 1202, 410]"
2120,"[1549, 1544, 1557, 1541, 1524]"
2121,"[1926, 1534, 1522, 113, 1623]"
2122,"[1922, 1526, 1899, 1532, 1589]"
2123,"[1557, 1617, 1618, 1550, 926]"
2124,"[1900, 1042, 1193, 1586, 1897]"
2125,"[1882, 1926, 1536, 426, 1898]"
2126,"[1588, 888, 88, 1596, 1548]"
2127,"[368, 1129, 888, 1123, 653]"
2128,"[467, 1592, 1929, 700, 1363]"
2129,"[1516, 350, 279, 138, 1016]"
2130,"[213, 979, 223, 985, 1050]"
2131,"[114, 1617, 1067, 1608, 1556]"
2132,"[1528, 1906, 1123, 1495, 333]"
2133,"[164, 932, 157, 920, 1586]"
2134,"[750, 745, 751, 1157, 349]"
2135,"[1600, 1884, 1603, 463, 1132]"
2136,"[1900, 1552, 1902, 1915, 666]"
2137,"[1544, 770, 1072, 739, 741]"
2138,"[405, 1602, 1051, 687, 1029]"
2139,"[1157, 110, 1175, 1730, 1056]"
2140,"[1586, 1556, 368, 1538, 1615]"
2141,"[284, 1110, 298, 1149, 1680]"
2142,"[757, 1186, 762, 369, 1544]"
2143,"[363, 761, 369, 752, 371]"
2144,"[9, 10, 11, 12, 35]"
2145,"[514, 4, 37, 566, 1746]"
2146,"[657, 1495, 333, 1123, 96]"
2147,"[1117, 1083, 1021, 1568, 1914]"
2148,"[1676, 1530, 1613, 1298, 366]"
2149,"[44, 49, 1536, 43, 465]"
2150,"[1885, 1586, 406, 407, 1587]"
2151,"[1246, 1249, 337, 1517, 622]"
2152,"[1700, 936, 1926, 106, 1017]"
2153,"[686, 690, 1145, 1531, 700]"
2154,"[57, 832, 58, 1580, 886]"
2155,"[768, 757, 770, 1158, 762]"
2156,"[632, 1196, 1073, 1553, 1628]"
2157,"[1882, 1608, 1537, 1586, 1556]"
2158,"[691, 1586, 1556, 1538, 1615]"
2159,"[1522, 1873, 1094, 6, 7]"
2160,"[1721, 236, 644, 963, 808]"
2161,"[693, 1614, 463, 1562, 828]"
2162,"[1005, 1186, 363, 1067, 1098]"
2163,"[1922, 1926, 1700, 1621, 106]"
2164,"[1550, 1618, 80, 1555, 926]"
2165,"[422, 1740, 96, 1516, 1192]"
2166,"[1553, 1628, 1196, 1516, 632]"
2167,"[1596, 1626, 1584, 1518, 1563]"
2168,"[641, 1672, 1592, 1929, 646]"
2169,"[1600, 700, 994, 57, 885]"
2170,"[926, 623, 1602, 1005, 759]"
2171,"[1553, 1628, 1552, 1902, 1118]"
2172,"[1617, 1563, 1907, 1193, 106]"
2173,"[1095, 1061, 201, 1486, 374]"
2174,"[1538, 1615, 1586, 1556, 1067]"
2175,"[1905, 1036, 106, 1428, 1882]"
2176,"[1542, 1530, 1613, 321, 1607]"
2177,"[1157, 1067, 368, 369, 1239]"
2178,"[928, 1918, 1054, 1193, 1586]"
2179,"[1543, 1900, 1552, 1902, 1921]"
2180,"[1543, 1900, 1915, 1516, 1524]"
2181,"[1547, 1901, 1915, 1545, 1537]"
2182,"[770, 1252, 741, 768, 1298]"
2183,"[1249, 337, 1517, 622, 1744]"
2184,"[1531, 1145, 892, 292, 676]"
2185,"[932, 1586, 1926, 936, 1193]"
2186,"[457, 1428, 1882, 1527, 1627]"
2187,"[1924, 1524, 1559, 1625, 1555]"
2188,"[1552, 1902, 1543, 1900, 1917]"
2189,"[1583, 372, 1542, 1626, 1518]"
2190,"[106, 1528, 1906, 113, 1526]"
2191,"[1695, 344, 370, 1086, 310]"
2192,"[200, 963, 914, 915, 952]"
2193,"[937, 203, 886, 961, 200]"
2194,"[1607, 383, 436, 1552, 1902]"
2195,"[625, 1307, 1113, 467, 58]"
2196,"[1527, 1627, 1905, 1925, 1554]"
2197,"[1618, 1203, 411, 412, 1548]"
2198,"[1600, 1066, 1042, 1045, 199]"
2199,"[1561, 108, 1557, 1555, 1550]"
2200,"[1526, 1899, 1538, 1615, 1537]"
2201,"[1080, 452, 1607, 1300, 1251]"
2202,"[1627, 1905, 1532, 1589, 1904]"
2203,"[662, 667, 1572, 96, 867]"
2204,"[175, 1520, 1620, 926, 324]"
2205,"[1627, 1905, 1587, 1617, 1891]"
2206,"[1587, 1554, 1199, 1908, 871]"
2207,"[369, 1315, 349, 1005, 1894]"
2208,"[290, 1897, 1922, 1095, 1192]"
2209,"[2, 3, 926, 1915, 1921]"
2210,"[345, 712, 1146, 715, 1144]"
2211,"[478, 1924, 1607, 1595, 1563]"
2212,"[1070, 1557, 1558, 1618, 926]"
2213,"[1538, 1615, 1157, 1537, 1608]"
2214,"[363, 1186, 768, 741, 757]"
2215,"[1924, 1552, 1902, 1748, 1884]"
2216,"[173, 369, 172, 1607, 1676]"
2217,"[1922, 1926, 1543, 1900, 1587]"
2218,"[99, 664, 45, 96, 663]"
2219,"[696, 107, 1562, 1070, 887]"
2220,"[1912, 352, 198, 911, 999]"
2221,"[255, 1080, 1928, 1598, 371]"
2222,"[885, 462, 1930, 990, 953]"
2223,"[1930, 58, 471, 1572, 679]"
2224,"[1615, 1556, 372, 1537, 1072]"
2225,"[1625, 1563, 1518, 1891, 1583]"
2226,"[1583, 170, 168, 114, 1586]"
2227,"[1573, 999, 1033, 783, 1527]"
2228,"[1527, 1627, 1905, 1592, 1929]"
2229,"[1528, 1906, 1545, 1935, 1068]"
2230,"[1902, 1196, 1516, 1118, 1887]"
2231,"[1528, 1906, 1536, 1072, 1926]"
2232,"[157, 920, 161, 923, 1520]"
2233,"[781, 96, 1737, 229, 1303]"
2234,"[1897, 1922, 201, 1530, 1613]"
2235,"[1627, 1905, 1587, 677, 1489]"
2236,"[52, 1536, 630, 446, 1928]"
2237,"[757, 1185, 766, 764, 1186]"
2238,"[1113, 1676, 1098, 1536, 1080]"
2239,"[1915, 1042, 1587, 1092, 1193]"
2240,"[1746, 1516, 1118, 1552, 1902]"
2241,"[1032, 1103, 1598, 1080, 1909]"
2242,"[522, 1927, 694, 871, 1543]"
2243,"[363, 1186, 768, 741, 757]"
2244,"[1145, 1531, 1653, 892, 674]"
2245,"[1628, 1536, 1073, 1028, 1557]"
2246,"[642, 628, 639, 634, 652]"
2247,"[1553, 1628, 455, 1267, 1712]"
2248,"[1613, 770, 926, 871, 1545]"
2249,"[452, 1608, 1597, 1598, 1891]"
2250,"[175, 1545, 885, 203, 737]"
2251,"[1555, 1531, 369, 1321, 695]"
2252,"[1531, 1884, 1599, 892, 1536]"
2253,"[1495, 875, 171, 1516, 653]"
2254,"[774, 959, 854, 893, 481]"
2255,"[363, 1719, 770, 1158, 757]"
2256,"[1194, 1204, 1246, 1249, 337]"
2257,"[632, 1516, 662, 334, 687]"
2258,"[1530, 1613, 1038, 928, 1154]"
2259,"[366, 1533, 1713, 862, 828]"
2260,"[1207, 861, 1725, 426, 1898]"
2261,"[1891, 1121, 660, 1605, 1626]"
2262,"[1528, 1906, 759, 363, 1928]"
2263,"[901, 1619, 363, 1530, 1613]"
2264,"[1541, 935, 783, 1248, 455]"
2265,"[1922, 1543, 1900, 1917, 1533]"
2266,"[206, 974, 1205, 271, 939]"
2267,"[1065, 1157, 874, 872, 368]"
2268,"[1627, 1905, 1428, 1882, 331]"
2269,"[1583, 1025, 162, 1248, 1193]"
2270,"[161, 923, 1586, 1520, 1620]"
2271,"[924, 953, 730, 737, 177]"
2272,"[1557, 1618, 132, 926, 1024]"
2273,"[1907, 953, 1682, 625, 414]"
2274,"[1602, 759, 1885, 1916, 1535]"
2275,"[260, 263, 52, 912, 123]"
2276,"[1607, 1113, 333, 1123, 1129]"
2277,"[1917, 903, 478, 1924, 1561]"
